,skclientkey,medid,device_naturalkey,Last_Removal_month,First_Removal_month,Month_w_Removal_count,Avg_Inventory_Qty_training_peroid,Min_Removal_Qty,Max_Removal_Qty,Avg_Removal_Qty,Frequency_of_Removals,max_par_level,standardstockwithindispensingdeviceflag,100avgdailyusage30,inventoryquantity,dist_eed,y_df,y_predict,modified_y_predict_less_cons,transactionquantity,Dashboard Estimate,MSE_Dashboard,MSE_Estimator_Model,MAE_Estimator_Model,MAE_Dashboard,y_removal_group,MSE_Group_Model,MAE_Group_Model
731,11923,10031435,-2147438083,13,7,4,0,1.0,2.0,1,2.0,1,0,3.0,0,23.0,1.0,1.0799761770788956,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
732,11923,10031897,-2147438117,15,5,2,7,1.0,1.0,1,10.0,8,0,6.0,5,364.0,0.0,4.359588417499124,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
733,11923,10031922,-2147438127,11,5,2,2,1.0,2.0,1,6.0,2,1,16.0,2,517.0,0.0,3.1708255869331055,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
734,11923,10032430,-2147438102,10,5,3,12,2.0,5.0,3,2.5,10,1,23.0,11,243.0,0.0,2.1666829246263317,2.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
735,11923,10032430,-2147438101,9,6,2,12,1.0,3.0,2,3.0,10,1,13.0,13,90.0,0.0,4.24898765845188,3.0,3.0,5.0,25.0,9.0,3.0,5.0,0.0,0.0,0.0
736,11923,10032430,-2147438086,10,9,2,10,1.0,8.0,4,1.0,10,1,6.0,14,90.0,0.0,4.327594120130282,4.0,8.0,6.0,36.0,16.0,4.0,6.0,0.0,0.0,0.0
737,11923,10032431,-2147438133,13,6,2,7,2.0,7.0,4,7.0,10,1,0.0,10,213.0,0.0,4.430808738351479,4.0,7.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
738,11923,10032431,-2147438132,13,4,3,20,4.0,22.0,10,4.5,10,1,0.0,10,213.0,0.0,2.208787527812753,2.0,22.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
739,11923,10032431,-2147438091,13,8,3,12,8.0,10.0,9,2.5,10,1,0.0,10,213.0,0.0,2.208787527812753,2.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
740,11923,10032434,-2147438125,15,12,2,12,2.0,5.0,3,3.0,10,1,6.0,10,121.0,0.0,4.178428394933575,4.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
741,11923,10033194,-2147438124,13,8,2,10,5.0,12.0,8,5.0,30,1,273.0,24,547.0,0.0,9.053114941946147,9.0,12.0,0.0,0.0,81.0,9.0,0.0,0.0,0.0,0.0
